artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Nelly;Ride Wit Me;291781;2000;101.875;hip hop, pop, R&B;0.7;7;-6.49
Kiesza;Hideaway;251986;2014;122.993;pop, Dance/Electronic;0.72;7;-4.135
Elliott Yamin;Wait for You;261320;2007;116.027;set();0.487;0;-6.734
Yo Gotti;Rake It Up (feat. Nicki Minaj);276333;2017;149.953;hip hop, pop;0.444;1;-8.126
Nelly Furtado;I'm Like A Bird;243160;2000;89.661;hip hop, pop, latin;0.608;10;-5.085
Ellie Goulding;Burn;231211;2014;87.016;pop, rock, Dance/Electronic;0.777;1;-5.031
Mark Ronson;Stop Me (feat. Daniel Merriweather);232946;2007;118.035;pop;0.906;0;-4.334
Akon;Beautiful;312986;2008;130.015;pop;0.945;0;-4.442
Kygo;Firestone;271640;2016;113.927;pop, Dance/Electronic;0.634;11;-7.374
Kanye West;Touch The Sky;236600;2005;98.56;hip hop;0.846;9;-4.912
Britney Spears;Break the Ice;196053;2007;117.533;pop;0.911;5;-3.866
Khia;My Neck, My Back (Lick It);222560;2015;102.072;pop, R&B;0.625;9;-4.234
A Boogie Wit da Hoodie;Drowning (feat. Kodak Black);209269;2017;129.014;hip hop;0.81;5;-5.274
Chris Brown;Fine China;213666;2013;104.038;hip hop, pop, R&B;0.735;10;-4.758
James Blunt;Bonfire Heart;238000;2013;118.021;pop;0.821;0;-5.7
Orson;No Tomorrow;167493;2006;124.082;pop;0.624;3;-4.623
3OH!3;My First Kiss (feat. Ke$ha);192440;2010;138.021;hip hop, pop, rock;0.889;0;-4.166
Tyler, The Creator;EARFQUAKE;190066;2019;79.635;hip hop;0.498;9;-8.866
Backstreet Boys;Show Me the Meaning of Being Lonely;234960;1999;167.998;pop;0.625;6;-5.088
Axwell /\ Ingrosso;More Than You Know;203000;2017;123.07;pop, Dance/Electronic;0.741;5;-4.989
Kanye West;Gold Digger;207626;2005;93.034;hip hop;0.696;1;-5.572
Zara Larsson;I Would Like;226720;2017;121.028;pop, Dance/Electronic;0.713;2;-3.949
Justin Bieber;Sorry;200786;2015;99.945;pop;0.76;0;-3.669
Cardi B;I Like It;253390;2018;136.048;hip hop, pop;0.726;5;-3.998
ZAYN;Dusk Till Dawn (feat. Sia) - Radio Edit;239000;2017;180.042;pop, Dance/Electronic;0.437;11;-6.589
Sisqo;Thong Song;253733;1999;121.549;hip hop, pop, R&B;0.888;2;-6.959
Jason Derulo;In My Head;199026;2010;110.009;hip hop, pop;0.748;0;-4.15
Ashlee Simpson;Pieces Of Me;217440;2004;174.001;pop;0.799;2;-4.286
Bow Wow;Outta My System (feat. T-Pain & Johntá Austin);238266;2006;83.998;hip hop, pop, R&B;0.59;6;-6.957
Christina Aguilera;Fighter;245960;2002;188.899;pop;0.92;4;-1.357
Vance Joy;Riptide;204280;2014;101.654;rock, pop;0.731;1;-6.694
Usher;Hey Daddy (Daddy's Home);224093;2010;95.975;hip hop, pop, R&B;0.698;11;-4.262
Jeremih;oui;238320;2015;78.521;hip hop, pop, R&B;0.724;5;-3.724
Kelis;Trick Me;206106;2003;107.17;pop, R&B, Dance/Electronic;0.72;1;-3.347
6ix9ine;FEFE;179404;2018;125.978;hip hop;0.387;1;-9.127
Blue;Sorry Seems To Be The Hardest Word;210066;2004;78.955;pop;0.6;7;-6.814
Eminem;The Monster;250188;2013;110.049;hip hop;0.853;1;-3.68
Fat Joe;Make It Rain;247413;2006;149.28;hip hop, pop;0.697;11;-5.063
David Guetta;Titanium (feat. Sia);245040;2012;126.062;hip hop, pop, Dance/Electronic;0.787;0;-3.674
Gorillaz;Clint Eastwood;340920;2001;167.953;hip hop;0.694;10;-8.627
The Chainsmokers;Something Just Like This;247160;2017;103.019;pop, Dance/Electronic;0.635;11;-6.769
2 Chainz;It's A Vibe;210200;2017;73.003;hip hop, pop;0.502;7;-7.38
Black Eyed Peas;Just Can’t Get Enough;219426;2010;94.05;hip hop, pop;0.628;0;-8.685
Kanye West;Jesus Walks;193733;2004;87.312;hip hop;0.834;3;-4.686
Selena Gomez;Good For You;221560;2015;88.928;pop;0.676;5;-6.447
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
Tweet;Oops (Oh My) [feat. Missy Elliott];237800;2002;159.963;hip hop, pop, R&B;0.536;10;-8.786
Hozier;Take Me To Church;241688;2014;128.945;Folk/Acoustic, pop;0.664;4;-5.303
Fall Out Boy;Dance, Dance;180266;2005;114.452;rock;0.961;11;-3.198
Destiny's Child;Cater 2 U;245400;2004;125.802;pop, R&B;0.584;11;-7.043
Baha Men;Who Let The Dogs Out;198400;2000;129.221;R&B;0.887;0;-4.505
Ed Sheeran;Cross Me (feat. Chance the Rapper & PnB Rock);206186;2019;95.005;pop;0.787;4;-6.373
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
Selena Gomez;Kill Em With Kindness;217906;2015;120.012;pop;0.884;10;-5.488
Snoop Dogg;Beautiful;299146;2005;101.025;hip hop, pop;0.74;11;-4.936
Gorillaz;Feel Good Inc.;222640;2005;138.559;hip hop;0.705;6;-6.679
D12;My Band;298773;2004;120.014;hip hop, pop, rock;0.849;1;-3.383
Sean Paul;Gimme the Light;228000;2002;107.288;hip hop, pop;0.761;2;-5.529
Taylor Swift;Cruel Summer;178426;2019;169.994;pop;0.702;9;-5.707
Ja Rule;Always On Time;245133;2001;96.673;hip hop, pop, R&B;0.706;5;-6.104
M.O;Bad Vibe;214253;2018;110.009;pop, Dance/Electronic;0.701;10;-4.428
Bruno Mars;When I Was Your Man;213826;2012;72.795;pop;0.28;0;-8.648
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);229670;2018;137.133;hip hop, pop;0.705;1;-5.008
Big Shaq;Man's Not Hot;186026;2017;135.048;pop, Dance/Electronic;0.884;0;-4.076
Ellie Goulding;Lights - Single Version;210853;2010;120.008;pop, rock, Dance/Electronic;0.795;8;-6.17
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Migos;MotorSport;303076;2018;137.996;hip hop, pop;0.518;2;-5.32
MGMT;Little Dark Age;299960;2018;97.512;rock;0.712;6;-6.156
The Fray;Never Say Never;256613;2009;160.139;pop;0.492;8;-5.767
MK;17;196489;2017;122.029;pop, Dance/Electronic;0.832;0;-7.202
Shawn Mendes;There's Nothing Holdin' Me Back;199440;2017;121.996;pop;0.8;2;-4.035
Mike Posner;I Took A Pill In Ibiza - Seeb Remix;197933;2016;101.969;hip hop, pop, Dance/Electronic;0.714;7;-6.645
Rihanna;Bitch Better Have My Money;219305;2015;102.99;hip hop, pop, R&B;0.728;1;-4.981
Craig David;Don't Love You No More (I'm Sorry);243986;2005;100.113;hip hop, pop, R&B;0.558;7;-7.076
Coldplay;Every Teardrop Is a Waterfall;240796;2011;117.98;rock, pop;0.732;9;-6.883
DJ Casper;Cha Cha Slide - Hardino Mix;222146;2004;131.012;set();0.911;11;-6.722
Neon Trees;Animal;212306;2010;147.99;rock, pop;0.829;5;-5.576
Drake;The Motto;181573;2011;201.8;hip hop, pop, R&B;0.442;1;-8.558
The Weeknd;I Feel It Coming;269186;2016;92.987;pop, R&B;0.819;0;-5.946
Coldplay;Paradise;278719;2011;139.631;rock, pop;0.585;5;-6.761
Jason Derulo;Trumpets;217306;2013;81.897;hip hop, pop;0.703;0;-4.884
Stormzy;Vossi Bop;196266;2019;188.115;hip hop, Dance/Electronic;0.653;8;-6.062
Tove Lo;Cool Girl;197815;2016;101.983;pop, Dance/Electronic;0.71;9;-7.042
21 Savage;Bank Account;220306;2017;75.016;hip hop;0.347;8;-8.227
Beyoncé;Best Thing I Never Had;253746;2011;99.099;pop, R&B;0.649;6;-4.062
Katy Perry;Hot N Cold;220226;2008;132.032;pop;0.841;7;-3.956
Drake;Hotline Bling;267066;2016;134.96;hip hop, pop, R&B;0.62;2;-8.094
Drake;Pop Style;212946;2016;133.053;hip hop, pop, R&B;0.462;7;-10.027
Selena Gomez;The Heart Wants What It Wants;227360;2014;83.066;pop;0.789;7;-4.874
Chip;Champion (feat. Chris Brown);237293;2011;190.151;hip hop, Dance/Electronic;0.934;6;-2.914
Twista;Slow Jamz;316053;2004;145.115;hip hop, pop, R&B;0.733;2;-5.659
Peking Duk;High (feat. Nicole Millar);228000;2014;100.094;Dance/Electronic;0.803;0;-4.052
Justin Bieber;Baby;214240;2010;65.043;pop;0.859;5;-5.237
DaBaby;Suge;163320;2019;75.445;hip hop;0.662;2;-6.482
Jonas Blue;Fast Car;212424;2015;113.901;pop, Dance/Electronic;0.587;9;-6.983
Ashley O;On A Roll;154447;2019;125.011;set();0.81;5;-6.354
Adele;Hello;295502;2015;157.98;pop, R&B;0.431;5;-6.129
Linkin Park;Faint;162600;2003;135.095;rock, metal;0.978;4;-3.554
J Balvin;Mi Gente;189029;2017;104.237;latin;0.701;11;-4.862
Bodyrockers;I Like The Way - Radio Edit;200053;2005;127.988;rock, Dance/Electronic;0.851;6;-3.638
Bomfunk MC's;Freestyler;306333;2000;163.826;pop;0.922;11;-5.798
Daft Punk;One More Time;320357;2001;122.746;hip hop, Dance/Electronic;0.697;2;-8.618
Lady Gaga;LoveGame;216333;2008;105.024;pop;0.678;6;-5.611
Meck;Thunder in My Heart Again (Radio Edit);189800;2005;129.016;set();0.922;2;-4.67
Nelly;Hey Porsche;209466;2013;115.995;hip hop, pop, R&B;0.795;9;-4.653
Wale;Bad (feat. Rihanna) - Remix;238826;2013;114.038;hip hop, pop, R&B;0.702;6;-6.594
Ronan Keating;Lovin' Each Day;212973;2000;106.676;pop, rock;0.899;1;-6.261
Geri Halliwell;It's Raining Men;254640;2001;136.482;pop;0.929;5;-6.03
Nelly;Grillz;271160;2005;82.996;hip hop, pop, R&B;0.504;4;-7.737
Aaliyah;More Than A Woman;230346;2002;86.994;hip hop, pop, R&B;0.638;11;-5.803
Outkast;The Way You Move (feat. Sleepy Brown);234000;2003;125.999;hip hop, pop;0.597;5;-4.932
Avril Lavigne;Girlfriend;216600;2007;163.983;pop;0.959;7;-2.433
Ellie Goulding;Starry Eyed;176613;2010;149.967;pop, rock, Dance/Electronic;0.814;5;-5.346
Brian McFadden;Almost Here;229826;2004;77.984;set();0.452;9;-7.324
Keri Hilson;Pretty Girl Rock;243920;2010;160.014;pop, R&B;0.87;11;-5.004
Train;Drive By;195973;2012;122.028;pop;0.837;1;-3.113
Kesha;We R Who We R;204760;2010;119.95;pop, Dance/Electronic;0.817;8;-4.9
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Pretty Ricky;On the Hotline - Amended Version;242586;2007;92.988;hip hop, pop, R&B;0.854;10;-5.477
ScHoolboy Q;Hands on the Wheel (feat. Asap Rocky);197131;2012;127.839;hip hop, pop;0.784;1;-7.471
Robbie Williams;Eternity;302760;2001;77.967;pop, rock;0.316;10;-8.106
Bastille;Of The Night;214205;2013;125.01;pop, rock;0.829;5;-7.2
Lady Gaga;Poker Face;237200;2008;118.999;pop;0.806;4;-4.62
Rihanna;Russian Roulette;227533;2009;80.051;hip hop, pop, R&B;0.486;6;-5.754
Jay Sean;Eyes On You - Radio Mix;190493;2004;96.525;hip hop, pop, R&B;0.672;7;-4.971
Sammie;I Like It;251040;2000;129.963;hip hop, pop, R&B;0.656;9;-8.529
Estelle;American Boy;284733;2008;117.932;R&B;0.729;0;-2.99
Klaxons;Golden Skans;165120;2007;141.955;rock;0.836;2;-2.776
Black Eyed Peas;Don't Phunk With My Heart;239773;2005;130.889;hip hop, pop;0.928;5;-2.76
Eric Prydz;Pjanoo - Radio Edit;157432;2008;125.99;pop, Dance/Electronic;0.874;7;-4.949
Armin van Buuren;This Is What It Feels Like;204360;2013;129.885;pop, Dance/Electronic;0.833;8;-5.217
Red Hot Chili Peppers;Dani California;282160;2006;96.184;rock;0.913;0;-2.36
Young T & Bugsey;Strike a Pose (feat. Aitch);214203;2019;137.776;hip hop;0.581;1;-5.801
Marilyn Manson;Tainted Love;200426;2003;142.017;rock, metal;0.876;8;-7.779
Taylor Swift;Blank Space;231826;2014;95.997;pop;0.703;5;-5.412
James Morrison;Broken Strings;250453;2008;111.91;pop, R&B;0.717;1;-4.914
Ludacris;Money Maker;230613;2006;78.756;hip hop, pop;0.598;1;-6.79
Cobra Starship;You Make Me Feel... (feat. Sabi);215693;2011;131.959;pop, Dance/Electronic;0.857;7;-2.944
Jason Derulo;Whatcha Say;221253;2010;144.036;hip hop, pop;0.711;11;-5.507
Girls Aloud;Jump;220360;2003;134.465;pop, Dance/Electronic;0.826;8;-6.031
Example;Kickstarts;181826;2010;126.056;pop, Dance/Electronic;0.836;5;-4.455
M.O.P.;Cold as Ice;244466;2000;85.565;hip hop;0.88;11;-5.425
The Game;Hate It Or Love It;206400;2005;99.998;hip hop, pop;0.785;9;-4.781
The Weeknd;Pray For Me (with Kendrick Lamar);211440;2018;100.584;pop, R&B;0.677;2;-4.979
Lana Del Rey;Lust for Life (with The Weeknd);264011;2017;99.979;pop;0.676;0;-8.618
Flo Rida;Low (feat. T-Pain);231400;2008;128.008;hip hop, pop;0.609;10;-5.64
Lil Tecca;Ransom;131240;2019;179.974;hip hop;0.642;7;-6.257
Nicki Minaj;Pound The Alarm;205640;2012;125.055;hip hop, pop;0.858;9;-3.686
Tove Lo;Talking Body;238426;2014;119.999;pop, Dance/Electronic;0.761;4;-5.449
Burak Yeter;Tuesday (feat. Danelle Sandoval);241874;2016;99.002;Dance/Electronic;0.639;9;-6.052
6ix9ine;GUMMO;157643;2018;157.036;hip hop;0.775;2;-4.926
Taylor Swift;Wildest Dreams;220440;2014;140.06;pop;0.664;8;-7.417
Amerie;1 Thing;238746;2008;125.085;hip hop, pop, R&B;0.946;10;-4.683
DJ Snake;Turn Down for What;213733;2013;100.014;hip hop, pop, Dance/Electronic;0.799;1;-4.1
Enya;Only Time;218546;2000;82.803;World/Traditional, Folk/Acoustic;0.249;3;-13.744
JAY-Z;Young Forever;253906;2009;140.329;hip hop;0.69;9;-3.214
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Britney Spears;My Prerogative;213893;2004;111.014;pop;0.938;10;-4.423
Imagine Dragons;Demons;177506;2012;89.938;rock;0.71;3;-3.015
Christina Perri;human;250706;2013;143.808;pop;0.489;8;-6.286
Avril Lavigne;Sk8er Boi;204000;2002;149.937;pop;0.9;0;-4.417
J. Holiday;Suffocate - Superclean;220053;2007;82.82;hip hop, pop, R&B, Dance/Electronic;0.445;9;-8.391
Ciara;Goodies (feat. Petey Pablo);223000;2004;102.017;pop, R&B;0.647;5;-6.306
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
A.R. Rahman;Jai Ho! (You Are My Destiny);222400;2009;136.202;set();0.941;8;-3.919
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
Lady Gaga;Shallow;215733;2018;95.799;pop;0.385;7;-6.362
Ariana Grande;boyfriend (with Social House);186106;2019;190.097;pop;0.795;10;-3.731
Rich The Kid;Plug Walk;175229;2018;94.981;hip hop, pop;0.519;11;-6.531
Post Malone;Congratulations;220293;2016;123.146;hip hop;0.804;6;-4.183
Nelly;Air Force Ones;304000;2002;164.062;hip hop, pop, R&B;0.459;4;-9.74
Natasha Bedingfield;Pocketful of Sunshine;203440;2008;110.019;pop;0.881;9;-3.892
will.i.am;#thatPOWER;279506;2013;127.999;hip hop, pop;0.608;6;-6.096
Ayo & Teo;Rolex;238586;2017;144.946;hip hop, pop;0.886;1;-2.512
Katy Perry;Chained To The Rhythm;237733;2017;95.029;pop;0.8;0;-5.404
David Guetta;When Love Takes Over (feat. Kelly Rowland);191000;2010;129.967;hip hop, pop, Dance/Electronic;0.862;11;-4.614
Blake Shelton;Sure Be Cool If You Did;215720;2013;136.802;country;0.726;11;-4.625
KT Tunstall;Suddenly I See;201706;2005;100.38;World/Traditional, pop, Folk/Acoustic;0.767;0;-5.713
